Angle of Rotation,Direction,Eccentricity,Reaction Time (s)
0.0,0,0,0.3193269000039436
0.0,0,0,0.45496030000504106
0.0,0,0,0.2344980000052601
0.0,0,0,0.2904935000115074
0.0,0,0,0.2334116999991238
0.0,0,0,0.20933899999363348
0.0,0,0,0.21900040001492016
0.0,2,0,0.22151990002021194
0.0,2,0,0.2162178999860771
0.0,2,0,0.21993799999472685
0.0,0,0,0.21373300001141615
0.0,2,0,0.21107419999316335
0.0,2,0,0.19880600000033155
0.0,2,0,0.23018299997784197
0.0,2,0,0.20242220000363886
0.0,2,0,0.17359610000858083
0.0,0,0,0.2391942999965977
0.0,2,0,0.24234519997844473
0.0,2,0,0.2509567999804858
0.0,2,0,0.23420579999219626
0.0,2,0,0.20448559999931604
0.0,0,0,0.21332660000189207
0.0,0,0,0.23236049999832176
0.0,0,0,0.24014209999586456
0.0,2,0,0.2209875000116881
0.0,2,0,0.24354260001564398
0.0,0,0,0.022943499992834404
0.0,0,0,0.25791929999832064
0.0,2,0,0.19266499998047948
0.0,2,0,0.2156235000002198
0.0,2,0,0.29039509998983704
0.0,2,0,0.2262353999831248
0.0,2,0,0.21256820001872256
0.0,0,0,0.3276130000012927
0.0,2,0,0.19940300000598654
0.0,2,0,0.20385970000643283
0.0,0,0,0.22944860000279732
0.0,0,0,0.22851850002189167
0.0,2,0,0.2199043000000529
0.0,0,0,0.2570558000006713
0.0,2,0,0.28224269999191165
0.0,0,0,0.09459019999485463
0.0,0,0,0.2321677000145428
0.0,0,0,0.20955549998325296
0.0,2,0,0.1668991999758873
0.0,0,0,0.04615389998070896
0.0,2,0,0.22440969999297522
0.0,2,0,0.0485908999980893
0.0,2,0,0.2704587999905925
0.0,0,0,0.2494237999781035
0.0,2,0,0.2169078000006266
0.0,2,0,0.27991880002082326
0.0,0,0,0.23216720001073554
0.0,0,0,0.24540960000013
0.0,2,0,0.273933999997098
0.0,0,0,0.22605440000188537
0.0,0,0,0.2548217000148725
0.0,0,0,0.23551749999751337
0.0,0,0,0.20692050000070594
0.0,0,0,0.24697530001867563
